transaction_id,amount,currency,merchant_id,merchant_type,customer_location,payment_method,transaction_time,device_type,network_type,fraud_risk_score,transaction_type,customer_id,processor_pathway
TXN_f38c7136,39850.04008955099,NGN,MERCH_9c6fe77f,E-commerce,Ibadan,Mobile_Money,2025-07-02 22:10:24.040767,Web,3G,0.2344086361848624,Transfer,CUST_944014f4,Bank_Transfer_Zenith
TXN_76ae62d8,86270.35980831705,NGN,MERCH_32104859,Retail,Abuja,Mobile_Money,2025-07-07 22:10:24.040770,POS,Wi-Fi,0.1421091524834014,Transfer,CUST_86a169d8,Mobile_Money_OPay
TXN_56fac05e,67323.11022135334,NGN,MERCH_dfd0c4d8,E-commerce,Port Harcourt,Card,2025-07-12 22:10:24.040779,Mobile,Wi-Fi,0.6940110237912894,Purchase,CUST_4d5f1699,Mobile_Money_Paga
TXN_cbe25600,64506.61898708031,NGN,MERCH_084aca4a,Retail,Lagos,USSD,2025-07-10 22:10:24.040782,Web,Wi-Fi,0.1760931243966264,Purchase,CUST_01ae0a3f,Mobile_Money_OPay
TXN_7f50ac16,44013.24233214963,NGN,MERCH_00fb517b,Retail,Ibadan,USSD,2025-06-28 22:10:24.040785,POS,Wi-Fi,0.002420264622683521,Refund,CUST_501ed241,Mobile_Money_Paga
TXN_2583c144,94202.68094930757,NGN,MERCH_bc160931,E-commerce,Lagos,Bank_Transfer,2025-07-08 22:10:24.040788,Mobile,4G,0.2513552732415367,Purchase,CUST_5f540d4c,Card_Mastercard
TXN_f1c0a974,43926.199873577636,NGN,MERCH_0031ab9f,E-commerce,Kano,Card,2025-06-29 22:10:24.040791,Mobile,4G,0.5003582923304053,Refund,CUST_dc209608,Mobile_Money_OPay
TXN_4aa24067,37973.956751356855,NGN,MERCH_1bf0f298,Retail,Ibadan,Mobile_Money,2025-07-13 22:10:24.040794,POS,3G,0.5253625856348795,Purchase,CUST_3552a28c,Mobile_Money_Paga
TXN_2e021484,3161.8227046733114,NGN,MERCH_da669eae,Retail,Rural,Mobile_Money,2025-07-02 22:10:24.040797,Mobile,4G,0.7334032523717169,Transfer,CUST_aab54c5b,USSD_MTN
TXN_403c3d58,22374.251278235384,NGN,MERCH_fe389ff3,E-commerce,Ibadan,Card,2025-07-08 22:10:24.040800,POS,3G,0.5609571648488494,Refund,CUST_888189b7,Mobile_Money_Paga
TXN_28d0da35,50412.82911053937,NGN,MERCH_3f7b9959,Hospitality,Rural,Card,2025-07-10 22:10:24.040803,Mobile,4G,0.5708956539766832,Refund,CUST_664009c9,USSD_MTN
TXN_245a9078,45898.467358147296,NGN,MERCH_0bfbb6ba,Service,Lagos,USSD,2025-07-17 22:10:24.040806,POS,4G,0.03177933717448256,Refund,CUST_93d8c754,Mobile_Money_Paga
TXN_95f412b5,30833.97288583551,NGN,MERCH_f00771a6,Hospitality,Rural,Mobile_Money,2025-07-17 22:10:24.040809,Web,4G,0.26131431265731275,Transfer,CUST_9bbd8092,Bank_Transfer_Zenith
TXN_4340fbdc,14960.875035717469,NGN,MERCH_f0223235,Service,Port Harcourt,Card,2025-06-26 22:10:24.040811,Web,4G,0.5770623786213308,Purchase,CUST_ca10e6db,Mobile_Money_OPay
TXN_76f55cc8,71275.89679631474,NGN,MERCH_356bab69,Hospitality,Lagos,Mobile_Money,2025-07-13 22:10:24.040814,POS,3G,0.2929197700591223,Purchase,CUST_a54920cd,Mobile_Money_Paga
TXN_46b0acba,41949.71965968724,NGN,MERCH_6101f336,Hospitality,Lagos,Card,2025-07-02 22:10:24.040817,POS,3G,0.611314796135058,Transfer,CUST_037546c8,Card_Mastercard
TXN_3e12ff60,28918.187310848596,NGN,MERCH_00685239,Service,Rural,Mobile_Money,2025-07-07 22:10:24.040820,Web,4G,0.8007562993992438,Purchase,CUST_6d0f0a8f,USSD_Airtel
TXN_11b0a26e,55042.00022235054,NGN,MERCH_231a695f,Hospitality,Rural,Bank_Transfer,2025-07-11 22:10:24.040823,Mobile,Wi-Fi,0.1527654169842062,Purchase,CUST_955e1262,USSD_MTN
TXN_f7386d56,12851.062368806037,NGN,MERCH_8ffffcb7,Retail,Kano,USSD,2025-07-14 22:10:24.040826,POS,3G,0.22743023606317603,Refund,CUST_98117b21,Card_Visa
TXN_75b6eaf9,58916.63256094292,NGN,MERCH_3d79b0e0,Hospitality,Lagos,Mobile_Money,2025-07-13 22:10:24.040829,Web,4G,0.060276257665518584,Purchase,CUST_861c264f,USSD_Airtel
TXN_3d8e626b,37248.104537221036,NGN,MERCH_c92b9f74,Hospitality,Abuja,Card,2025-07-06 22:10:24.040832,Mobile,Wi-Fi,0.704824343726419,Transfer,CUST_3a5870d1,Card_Verve
TXN_b393f8ae,33185.459484621795,NGN,MERCH_87c52154,Hospitality,Kano,USSD,2025-06-29 22:10:24.040835,POS,4G,0.5391270737146346,Transfer,CUST_eac6a848,Bank_Transfer_FirstBank
TXN_ab9e5d7b,3224.3061834508158,NGN,MERCH_87689226,Retail,Kano,Card,2025-07-10 22:10:24.040838,Mobile,3G,0.6680509448983062,Transfer,CUST_e6fc4a39,Mobile_Money_OPay
TXN_dc708b97,57811.981726183505,NGN,MERCH_3fce4e4b,Service,Port Harcourt,Card,2025-07-17 22:10:24.040841,Mobile,4G,0.7115123512865065,Purchase,CUST_aa83febe,USSD_Airtel
TXN_598d5600,85389.76025717058,NGN,MERCH_6cbcab58,Retail,Port Harcourt,Mobile_Money,2025-06-25 22:10:24.040844,Mobile,4G,0.38628245002811246,Refund,CUST_7f700fc8,Card_Mastercard
TXN_4a4311db,8995.098562549767,NGN,MERCH_04813017,Retail,Port Harcourt,USSD,2025-06-22 22:10:24.040847,Mobile,4G,0.3351394380300293,Purchase,CUST_bb703bbf,USSD_Airtel
TXN_3dddbfc1,35404.64301628754,NGN,MERCH_d5d43624,Service,Rural,USSD,2025-07-09 22:10:24.040850,Web,Wi-Fi,0.32590311594022225,Transfer,CUST_a98b128e,Card_Mastercard
TXN_3e400eb6,59729.44158905666,NGN,MERCH_1b4d9288,E-commerce,Abuja,Mobile_Money,2025-07-06 22:10:24.040852,Mobile,3G,0.8261674858729369,Purchase,CUST_08328622,USSD_Airtel
TXN_c5747fbf,4583.231846447434,NGN,MERCH_a08bd896,Hospitality,Port Harcourt,Bank_Transfer,2025-06-23 22:10:24.040855,Web,4G,0.04566093901102153,Purchase,CUST_8bc0c83c,Card_Verve
TXN_fdec8d22,3786.8894631246867,NGN,MERCH_3d2669b9,Hospitality,Rural,USSD,2025-07-20 22:10:24.040858,Mobile,Wi-Fi,0.5305157251866904,Refund,CUST_709a37e2,Card_Mastercard
TXN_acbf88aa,75846.55174723391,NGN,MERCH_b01aef0f,Hospitality,Lagos,Card,2025-07-19 22:10:24.040862,POS,4G,0.5795649500779454,Refund,CUST_353a143d,USSD_Airtel
TXN_1bd9a45e,89273.80851559762,NGN,MERCH_4a5096c5,Service,Port Harcourt,USSD,2025-07-19 22:10:24.040865,POS,4G,0.4289417884868204,Refund,CUST_c4d3a33c,Card_Verve
TXN_2e5e74af,58359.929995758175,NGN,MERCH_fbaa7865,Retail,Abuja,Bank_Transfer,2025-07-07 22:10:24.040868,POS,3G,0.9181443634027421,Purchase,CUST_201993a4,Mobile_Money_OPay
TXN_204a0660,67818.43781774538,NGN,MERCH_2db52a83,E-commerce,Kano,Bank_Transfer,2025-07-17 22:10:24.040871,Web,Wi-Fi,0.41304094524729396,Transfer,CUST_a772f66a,Mobile_Money_OPay
TXN_c8ef7b5d,91890.34314682214,NGN,MERCH_8f33bc09,Hospitality,Rural,Mobile_Money,2025-07-08 22:10:24.040873,POS,Wi-Fi,0.12309261499301638,Transfer,CUST_2f565212,Bank_Transfer_FirstBank
TXN_7c0ba873,88451.02919139991,NGN,MERCH_49a2e72d,E-commerce,Lagos,Card,2025-06-30 22:10:24.040876,Mobile,4G,0.09906326954714761,Transfer,CUST_b18aa2dc,Card_Verve
TXN_3cbd9434,77690.61164693687,NGN,MERCH_d6af355d,Hospitality,Ibadan,Card,2025-07-12 22:10:24.040879,POS,3G,0.6470327938634964,Refund,CUST_21d060d4,USSD_MTN
TXN_3ea1300e,6262.214548904863,NGN,MERCH_7c4d17a9,Hospitality,Rural,USSD,2025-07-09 22:10:24.040882,Web,3G,0.5702361375783397,Purchase,CUST_9c59181d,USSD_MTN
TXN_ef03359d,41557.06777041347,NGN,MERCH_acfc9b86,Retail,Ibadan,USSD,2025-07-06 22:10:24.040885,POS,4G,0.8143885840637316,Purchase,CUST_37fa7df1,Bank_Transfer_GTBank
TXN_da2e74db,71593.91483060211,NGN,MERCH_5aaf8e60,E-commerce,Kano,Mobile_Money,2025-06-25 22:10:24.040888,Mobile,Wi-Fi,0.22587946749636778,Transfer,CUST_79a4a54d,Card_Visa
TXN_be25113f,64636.72325149651,NGN,MERCH_003b877f,Hospitality,Kano,Bank_Transfer,2025-07-17 22:10:24.040891,POS,Wi-Fi,0.36676364252600635,Purchase,CUST_e7ce284f,Card_Mastercard
TXN_e4064508,72537.47037455296,NGN,MERCH_b913ae9a,Hospitality,Ibadan,Mobile_Money,2025-07-21 22:10:24.040894,Mobile,3G,0.9381057383422514,Purchase,CUST_b07626d1,Card_Verve
TXN_27b137fd,24653.171272011565,NGN,MERCH_6b1312aa,E-commerce,Lagos,USSD,2025-07-11 22:10:24.040897,Mobile,Wi-Fi,0.08074874033704216,Purchase,CUST_0b070a44,USSD_MTN
TXN_ed032cb1,6592.136962616904,NGN,MERCH_ee7a6d04,Service,Ibadan,USSD,2025-07-13 22:10:24.040900,Web,3G,0.5619452850260422,Refund,CUST_39e5077b,USSD_Airtel
TXN_dcaaead7,20464.619737447127,NGN,MERCH_cad04941,E-commerce,Abuja,Card,2025-06-30 22:10:24.040903,Web,3G,0.14718221554799438,Refund,CUST_05a6affa,Card_Verve
TXN_b6bf91a5,58973.81534855367,NGN,MERCH_047f4d27,E-commerce,Abuja,USSD,2025-06-22 22:10:24.040906,Mobile,Wi-Fi,0.327951938980102,Transfer,CUST_d1b4383e,Card_Visa
TXN_97dfc67f,52941.99355287804,NGN,MERCH_200a0d91,E-commerce,Abuja,Mobile_Money,2025-06-30 22:10:24.040909,POS,Wi-Fi,0.2762624537117955,Refund,CUST_d5d8d6fd,Bank_Transfer_Zenith
TXN_687339f0,54545.69899667678,NGN,MERCH_d470b980,E-commerce,Abuja,Bank_Transfer,2025-06-28 22:10:24.040911,Mobile,3G,0.8574081238849102,Refund,CUST_2802332d,Mobile_Money_Paga
TXN_222ccdb0,21433.424689640357,NGN,MERCH_f48667da,Hospitality,Rural,Mobile_Money,2025-07-03 22:10:24.040914,POS,Wi-Fi,0.021614677160283535,Purchase,CUST_bdcb7b18,USSD_MTN
TXN_a9aa3300,88241.02413919914,NGN,MERCH_a1a46654,Retail,Abuja,Card,2025-07-05 22:10:24.040917,POS,4G,0.21512637988144034,Transfer,CUST_374f89a0,USSD_Airtel
TXN_cbe4a04d,7880.395042772217,NGN,MERCH_5bf2a1fd,Service,Abuja,Card,2025-07-22 22:10:24.040920,Web,3G,0.34430878834515366,Transfer,CUST_6f357194,USSD_MTN
TXN_949489ce,33865.89681000822,NGN,MERCH_b54db891,E-commerce,Port Harcourt,USSD,2025-07-10 22:10:24.040923,Web,3G,0.7671833647090736,Purchase,CUST_32e117f8,USSD_MTN
TXN_bebb2588,73625.1867119636,NGN,MERCH_1a1a8367,Retail,Port Harcourt,Bank_Transfer,2025-06-22 22:10:24.040926,Mobile,3G,0.5675727942471519,Purchase,CUST_23c14267,USSD_MTN
TXN_176aada7,43990.889560355325,NGN,MERCH_c8078c1c,E-commerce,Port Harcourt,Card,2025-07-02 22:10:24.040929,Mobile,4G,0.008879105280645061,Refund,CUST_47129ac2,Mobile_Money_Paga
TXN_b40ca1b1,80098.56901961112,NGN,MERCH_a2f290a2,Service,Lagos,Bank_Transfer,2025-07-04 22:10:24.040936,POS,3G,0.33495741137792634,Purchase,CUST_5afda6e4,Card_Visa
TXN_f5f75faa,88280.97507873214,NGN,MERCH_5dcbe726,Service,Port Harcourt,USSD,2025-06-28 22:10:24.040939,Mobile,Wi-Fi,0.09662276145563853,Transfer,CUST_f6f40e09,USSD_MTN
TXN_b6af9ea5,80109.39167707578,NGN,MERCH_a0d00e42,Hospitality,Port Harcourt,Mobile_Money,2025-07-20 22:10:24.040942,Web,3G,0.6507395977866949,Purchase,CUST_b1fbb7f0,Bank_Transfer_GTBank
TXN_5f15cfd5,91850.89029340658,NGN,MERCH_83cecd6f,Retail,Lagos,USSD,2025-07-12 22:10:24.040945,POS,3G,0.6561182850661104,Transfer,CUST_ee23a780,USSD_MTN
TXN_162505eb,45979.03289042578,NGN,MERCH_8ecfb2d4,Hospitality,Port Harcourt,Bank_Transfer,2025-06-29 22:10:24.040948,Mobile,Wi-Fi,0.8649053095144094,Refund,CUST_385513ee,Bank_Transfer_FirstBank
TXN_8ec1ee76,58987.24286162619,NGN,MERCH_54305851,Retail,Port Harcourt,USSD,2025-06-26 22:10:24.040951,POS,Wi-Fi,0.7834393402970489,Refund,CUST_c50f3253,USSD_MTN
TXN_67a24085,69300.76233651584,NGN,MERCH_d2b285fb,Hospitality,Lagos,USSD,2025-06-23 22:10:24.040954,POS,4G,0.10775566717125251,Purchase,CUST_543d271d,USSD_MTN
TXN_9509c61f,15277.758705014465,NGN,MERCH_657bd167,Service,Port Harcourt,Card,2025-07-05 22:10:24.040957,POS,3G,0.7542111173778472,Purchase,CUST_91176286,Card_Verve
TXN_7b74437b,29250.635486480005,NGN,MERCH_1e6ac4d3,Service,Ibadan,Mobile_Money,2025-07-09 22:10:24.040960,POS,4G,0.1874623661889958,Refund,CUST_387193e2,Card_Visa
TXN_39170be6,81718.7313633068,NGN,MERCH_a79c254a,Hospitality,Port Harcourt,Bank_Transfer,2025-07-05 22:10:24.040963,Mobile,Wi-Fi,0.39063056680827535,Refund,CUST_a81a4977,Bank_Transfer_FirstBank
TXN_0f901386,65936.359740908,NGN,MERCH_6111cce5,Hospitality,Kano,Bank_Transfer,2025-06-30 22:10:24.040966,POS,3G,0.3197611498098547,Transfer,CUST_cb1a48b6,USSD_MTN
TXN_b226b788,38306.04609315638,NGN,MERCH_56a45364,Retail,Ibadan,Mobile_Money,2025-07-11 22:10:24.040968,Web,Wi-Fi,0.41565705678207354,Refund,CUST_79cfe5c5,Card_Mastercard
TXN_aa6f19d6,78190.06694080002,NGN,MERCH_01cedd2b,E-commerce,Lagos,Mobile_Money,2025-07-02 22:10:24.040971,Mobile,3G,0.30803928055728036,Transfer,CUST_4d7f4139,USSD_MTN
TXN_e4d5e297,41013.85942227679,NGN,MERCH_d2e9f6a4,E-commerce,Lagos,Mobile_Money,2025-07-17 22:10:24.040974,Mobile,Wi-Fi,0.036249420222714046,Purchase,CUST_90b576e3,USSD_Airtel
TXN_290484f2,76345.3745030856,NGN,MERCH_1c98036f,Retail,Rural,Mobile_Money,2025-07-03 22:10:24.040977,Mobile,4G,0.9660611322590055,Purchase,CUST_106a7e3a,Card_Visa
TXN_5cce344d,51596.11658140953,NGN,MERCH_59d560ea,Service,Rural,Mobile_Money,2025-07-08 22:10:24.040980,Mobile,4G,0.6820618186122187,Purchase,CUST_4fdab548,Card_Visa
TXN_98e99adf,29450.577761403947,NGN,MERCH_346ca44f,Service,Port Harcourt,Card,2025-07-03 22:10:24.040984,Web,3G,0.8565142817520967,Purchase,CUST_d38c46fb,Card_Verve
TXN_df8b53e6,83846.98959107097,NGN,MERCH_3914d605,Service,Port Harcourt,Card,2025-07-05 22:10:24.040987,Web,3G,0.7109613433015599,Purchase,CUST_927fe613,Mobile_Money_Paga
TXN_59d23a5d,96550.8568504574,NGN,MERCH_111484ea,Retail,Ibadan,Bank_Transfer,2025-07-21 22:10:24.040990,POS,Wi-Fi,0.6865088118279178,Purchase,CUST_e8287432,USSD_MTN
TXN_d94ac2bc,36921.8213178579,NGN,MERCH_350655bd,E-commerce,Kano,Bank_Transfer,2025-07-02 22:10:24.040993,Web,4G,0.8630693075251332,Purchase,CUST_de455ab8,Mobile_Money_Paga
TXN_0e376393,3578.5594426846815,NGN,MERCH_26640c7b,Retail,Rural,USSD,2025-06-25 22:10:24.040996,Web,Wi-Fi,0.07348778570830816,Purchase,CUST_6d456640,Bank_Transfer_FirstBank
TXN_d49fae17,74968.55462790001,NGN,MERCH_0617924d,Service,Rural,Mobile_Money,2025-07-06 22:10:24.040999,Web,4G,0.135496886718095,Transfer,CUST_36f5bd79,Card_Mastercard
TXN_6266291a,46330.843187025675,NGN,MERCH_437bf67b,Retail,Port Harcourt,Mobile_Money,2025-07-03 22:10:24.041002,Mobile,3G,0.44290555952225363,Refund,CUST_c12265a3,Mobile_Money_OPay
TXN_a1e2c0a2,60813.753524598585,NGN,MERCH_58b11249,Service,Port Harcourt,Bank_Transfer,2025-07-21 22:10:24.041004,POS,4G,0.8960500203510786,Refund,CUST_ab6d267d,Bank_Transfer_FirstBank
TXN_ad8c923d,83831.70571829975,NGN,MERCH_813cb7f4,Retail,Rural,Card,2025-07-22 22:10:24.041007,Mobile,3G,0.03466576387219911,Purchase,CUST_0b007c08,Card_Mastercard
TXN_a8a2345f,75877.4927897398,NGN,MERCH_b8e57665,Retail,Ibadan,Bank_Transfer,2025-07-06 22:10:24.041010,Web,Wi-Fi,0.7267803375809062,Transfer,CUST_be7e2874,USSD_MTN
TXN_3aad930f,11530.191755621265,NGN,MERCH_0e488aa0,Hospitality,Rural,Card,2025-06-26 22:10:24.041013,Web,3G,0.10742822794964324,Refund,CUST_254b5645,Card_Verve
TXN_2e9d045c,18642.77711763886,NGN,MERCH_c3115abe,Hospitality,Kano,Card,2025-07-15 22:10:24.041016,POS,3G,0.5389152499447435,Purchase,CUST_1a0ff37a,Card_Mastercard
TXN_c2786aac,24441.181565230316,NGN,MERCH_dd806b37,E-commerce,Ibadan,Mobile_Money,2025-07-11 22:10:24.041019,Web,Wi-Fi,0.09450804049108263,Purchase,CUST_dc165a0e,Card_Verve
TXN_93665af4,84814.01917474787,NGN,MERCH_7239fe66,Hospitality,Ibadan,Bank_Transfer,2025-06-29 22:10:24.041022,Web,4G,0.020853613257853953,Refund,CUST_117f3764,USSD_Airtel
TXN_efddc7d8,85445.69581677605,NGN,MERCH_c1b3f853,Service,Rural,Bank_Transfer,2025-07-04 22:10:24.041024,POS,4G,0.5912612185599848,Transfer,CUST_b94d0ffe,Bank_Transfer_FirstBank
TXN_e453009c,4526.946743497873,NGN,MERCH_69459cd2,Retail,Kano,Card,2025-07-03 22:10:24.041027,Mobile,4G,0.26200963993041715,Refund,CUST_f8286fc4,Bank_Transfer_GTBank
TXN_4c348581,13107.746280015934,NGN,MERCH_ade36bfb,E-commerce,Abuja,Mobile_Money,2025-06-28 22:10:24.041031,Web,3G,0.7477591205430941,Refund,CUST_8b4a863e,Mobile_Money_OPay
TXN_3eedb2bc,68906.90763256696,NGN,MERCH_5927d8b6,Service,Rural,Bank_Transfer,2025-07-13 22:10:24.041034,POS,3G,0.5399069013599105,Purchase,CUST_90996388,USSD_MTN
TXN_77b30c99,34940.76011452888,NGN,MERCH_df89e82e,E-commerce,Kano,Mobile_Money,2025-07-01 22:10:24.041037,Web,Wi-Fi,0.5370350484430902,Purchase,CUST_c265eda5,Card_Mastercard
TXN_b00223c3,75209.99771103344,NGN,MERCH_6ab6ad3e,Hospitality,Ibadan,Card,2025-07-09 22:10:24.041039,Mobile,Wi-Fi,0.18903253646089657,Purchase,CUST_8914a836,Mobile_Money_OPay
TXN_2b2d505a,44958.12031450913,NGN,MERCH_d05192b3,E-commerce,Kano,Card,2025-06-22 22:10:24.041042,Mobile,3G,0.34227730220554464,Purchase,CUST_d6456c27,Bank_Transfer_GTBank
TXN_779d21fc,27048.746581190244,NGN,MERCH_4e48dae2,E-commerce,Ibadan,Card,2025-07-11 22:10:24.041045,Web,Wi-Fi,0.595812707589767,Purchase,CUST_8f0b3b9e,Mobile_Money_Paga
TXN_ae4dfb26,37597.4419880421,NGN,MERCH_cc4edd35,Hospitality,Abuja,Bank_Transfer,2025-06-28 22:10:24.041048,Web,Wi-Fi,0.6393930304480288,Transfer,CUST_e80c39d6,Mobile_Money_Paga
TXN_a32c985b,90816.58539583032,NGN,MERCH_4c093ccf,E-commerce,Kano,USSD,2025-07-17 22:10:24.041051,Mobile,Wi-Fi,0.04202127830543634,Transfer,CUST_85a89173,USSD_MTN
TXN_f34d4e95,32493.07084845896,NGN,MERCH_3ea46c22,Retail,Abuja,USSD,2025-07-17 22:10:24.041054,Web,4G,0.535126231338839,Purchase,CUST_5d15118a,Bank_Transfer_FirstBank
TXN_35a1519f,54083.03540567472,NGN,MERCH_00ccc2aa,Retail,Rural,Mobile_Money,2025-06-22 22:10:24.041057,Mobile,3G,0.9941491593369745,Transfer,CUST_4b9ce662,Mobile_Money_OPay
TXN_23d37440,80597.02228225944,NGN,MERCH_96b19767,Retail,Lagos,Mobile_Money,2025-07-14 22:10:24.041060,POS,4G,0.8987186433384392,Purchase,CUST_bd3b45d5,USSD_MTN
TXN_18e7a118,86356.94213037661,NGN,MERCH_c7b875e9,Hospitality,Abuja,USSD,2025-07-10 22:10:24.041063,Mobile,3G,0.9950674262368242,Transfer,CUST_a6976351,Bank_Transfer_Zenith
TXN_2e6d7660,63618.61685885588,NGN,MERCH_3aab2815,Service,Port Harcourt,Card,2025-06-28 22:10:24.041066,Web,4G,0.08995389700821532,Transfer,CUST_bba05d0c,Bank_Transfer_FirstBank
TXN_93a23f98,16340.128509853947,NGN,MERCH_8b2a554d,Service,Lagos,Mobile_Money,2025-07-12 22:10:24.041069,Web,Wi-Fi,0.733574751169268,Purchase,CUST_7152e588,Mobile_Money_Paga
TXN_09858de6,74761.5355634561,NGN,MERCH_f93735a7,Retail,Ibadan,Mobile_Money,2025-07-20 22:10:24.041071,Web,Wi-Fi,0.5324127748993255,Transfer,CUST_74a0049c,Bank_Transfer_FirstBank
TXN_c0f5f2a4,36052.348841093684,NGN,MERCH_c277c6dd,Hospitality,Rural,Bank_Transfer,2025-07-13 22:10:24.041074,Web,Wi-Fi,0.4875423983785391,Purchase,CUST_907d124f,Card_Visa
TXN_022ae71c,79905.39658133939,NGN,MERCH_cda45e6c,E-commerce,Rural,USSD,2025-07-22 22:10:24.041077,Mobile,3G,0.3771273088758488,Transfer,CUST_5f8212ac,Mobile_Money_OPay
TXN_4b87d6cc,69102.90317397195,NGN,MERCH_b9f9f2dc,Service,Rural,Mobile_Money,2025-07-16 22:10:24.041080,Web,4G,0.4779012936113799,Transfer,CUST_7197430c,USSD_MTN
